"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 06 17:01:12 MSK 2024","Wed Mar 06 17:01:18 MSK 2024","6611","","SelenideTests","","SelenideTests","testGithub","testGithub()",""
